id|title|content|website_origin|posted_at
100141026|"RDC : les Ministres Adolphe Muzito et Doudou Fwamba mobilisent les régies financières pour atteindre 13 milliards USD des recettes en 2026 | Actualite.cd"|"Le vice-premier ministre chargé de budget Adolphe Muzito et son collègue des finances Doudou Fwamba, ont reuni, mardi 19 août à Kinshasa, les responsables des regies financières en prélude du dépôt du projet de loi de finances exercice 2026. La réunion a tourné autour de la projection des recettes à mobiliser pour l'année prochaine ainsi que du bouclage après les conférence budgétaires tenues du 28 juillet au 11 août dernier.
nD'après le directeur général de la Direction Générale de Politique et de Programmation Budgétaire (DGPPD), Rolly Lengo, le VPM du budget a réitéré son objectif de doubler le budget sur les recettes courantes projetées dans la loi de finances rectificative à 9,9 milliards USD pour atteindre la barre de 13 milliards d'ici 2026.
nD'après le service de communication du ministère de budget, le VPM Adolphe Muzito a formulé quelques orientations aux chefs des regies financières présentes dans cette réunion, qu'il a invité à travailler pour atteindre, dans le premier temps, 11,7 milliards avant de voir quelles sont les mesures proposées pour dépasser cette projection afin d'attendre au moins 12 milliards au lieu de 13 milliards projetés initialement”.
nPar ailleurs, Muzito a appelé les regies financières a insisté sur le civisme fiscal dont les contribuables doivent faire preuve à travers la paie des taxes, droits et impôts à tous les niveaux en vue de permettre à l'État à disposer des moyens à même de “financer les infrastructures notament scolaires, sanitaires, routières; subvenir à toutes les dépenses courantes: le financement des salaires et le fonctionnement des services publics”, a déclaré le VPM de budget."|https://www.actualite.cd|2025-08-19 22:33:00
100139388|"Décès en France de l’activiste congolaise Youyou Muntu-Mosi à 51 ans | Actualite.cd"|"Youyou Muntu-Mosi, militante congolaise de la diaspora connue pour son engagement contre les présidents Joseph Kabila et Paul Kagame, est décédée mardi à Paris à l’âge de 51 ans, ont annoncé ses proches.
nJuriste de formation et cadre commerciale dans une société agroalimentaire en France, elle se présentait comme membre des Patriotes résistants congolais de la diaspora et porte-parole du collectif RD Congo en France. Elle s’était imposée au fil des années comme l’un des visages de la mobilisation pro-démocratie à l’étranger, multipliant manifestations, interventions médiatiques et prises de position sur les réseaux sociaux.
nSouvent tranchante dans ses propos, elle revendiquait un activisme assumé. En 2021, elle luttait contre un cancer qui l’avait conduite à de longs séjours hospitaliers. « La diaspora joue déjà un grand rôle économique (…) mais étant à l’extérieur, nous avons aussi un rôle de gardien du temple », déclarait-elle, justifiant son engagement militant.
nL’annonce de sa disparition a suscité une vague de réactions. L’activiste et professeure Karine Ndjoko a salué une femme « restée droite et ferme dans ses convictions ». Le député Michel Moto (UNC) a rendu hommage à « une femme de caractère et de convictions » qui « a tout sacrifié pour le changement et la démocratie en RDC ».
nLa campagne Génocost a salué sur X (ex-Twitter) « une voix puissante, un engagement inlassable et un courage dans la lutte pour la justice et la dignité du peuple congolais ». L’ancien député Claudel André Lubaya a, lui, évoqué une « personnalité entière, sincère, engagée et passionnée du Congo ».
nPour Maud-Salomé Ekila, militante et porte-parole d’Urgences Panafricanistes : « Adieu Youyou… Tu te seras battue jusqu’au bout… Notre grande Nation sait à quel point tu as donné pour voir notre libération… Nous ne t’oublierons pas… ni dans nos livres d’Histoire, ni dans nos conférences, ni lorsque nous libérerons le Congo ».
nBienvenu Matumo, de la LUCHA, a également salué « un engagement sincère, inébranlable et courageux pour la cause du Congo », affirmant que Youyou Muntu-Mosi « a marqué sa génération » et « inspiré » la lutte de nombreux militants."|https://www.actualite.cd|2025-08-19 22:27:00
100136642|"Élections des conseillers urbains, maires et bourgmestres : “si dans les jours qui viennent les fonds ne sont toujours pas disponibles, la CENI se verra dans l'obligation de modifier son calendrier” | Actualite.cd"|"L'opération de dépôt des candidatures pour les élections des Conseillers urbains, maires et maires adjoints, ainsi que celles des bourgmestres et bourgmestres adjoints, prévue du 15 au 28 août prochain conformément au calendrier publié en juillet dernier, n'a pas débuté en raison du retard du gouvernement central d'allouer des fonds pour l'organisation de ces scrutins. 
nLa Commission Électorale Nationale Indépendante (CENI), qui attend des moyens nécessaires pour l'ouverture du Bureau de Réception et de traitement des candidatures (BRTC), pourra apporter des modifications au calendrier rendu public le 22 juillet dernier. C'est ce qu'a dit un conseiller du Rapporteur de la centrale électorale lors d'une interview avec ACTUALITE.CD.
nInterpellant le gouvernement d'aider la CENI à tenir sa parole, le conseiller de Patricia Nseya a expliqué que les fonds que l'exécutif avait mis à la disposition de l'organe d'appui à la démocratie en 2023 n’étaient destinés qu’à l'organisation des élections législatives, présidentielle et municipales, précisant qu'il ne sera nullement question d'achat de Dispositifs Électoral de Vote (DEV) mais d'organisation, notamment l'engagement et déploiement du personnel qui sera commis au traitement des candidatures et le reste de l'opération.
nLors d'un point de presse jeudi dernier, la plateforme de la Société civile « Agir pour des Élections Transparentes et Apaisées » (AETA) avait relevé du dernier communiqué de la CENI, des termes rendant hypothétique son calendrier électoral publié le mois précédent relatif à ces élections.
nExprimant ses inquiétudes sur le non-respect de la recommandation chef de l'État sur l'organisation des premières élections des conseillers urbains, maires et maires adjoints ainsi que des bourgmestres et bourgmestres adjoints, que l'AETA présente comme “un levier important pour consolider la décentralisation et promouvoir la bonne gouvernance à la base”, la structure à recommandé notamment au président de la République de “s’impliquer personnellement en enjoignant au gouvernement de se mobiliser pour la mise à disposition urgente à la CENI des fonds requis. 
nDans son communiqué du 11 août dernier, annonçant le début de l'opération de dépôt des candidatures, la CENI avait fait une incise, précisant que le Bureau de Réception et de Traitement des Candidatures n'ouvrira que dès que les moyens nécessaires seront mis à sa disposition.
nSelon le calendrier électoral, les élections des conseillers urbains, maires et maires adjoints ainsi que celles des bourgmestres et bourgmestres adjoints sont prévues respectivement le 09 octobre et le 22 novembre prochains."|https://www.actualite.cd|2025-08-19 22:17:00
100124555|Épreuves de fin de formation professionnelle : Marc Ekila appelle les candidats à l'application, la rigueur, la discipline et la loyauté|"Les épreuves certificatives nationales de fin de formation professionnelle débutent ce mercredi. Cette 5e édition se déroulera du 20 au 31 août 2025 en République démocratique du Congo.
nLe ministère de la Formation professionnelle rapporte que 34 600 candidats, dont 12 547 femmes, sont attendus pour ces épreuves. Elles se dérouleront en deux phases :
n- L'évaluation pratique (défense d'un thème ou réalisation d'un projet professionnel devant un jury) du 20 au 26 août ;
n- L'évaluation théorique et écrite du 28 au 31 août.
nPour le ministre d'État, ministre de la Formation professionnelle, ces épreuves marquent l'aboutissement d'un processus de formation et symbolisent le passage des apprenants du statut d'étudiants à celui de professionnels qualifiés.
nMarc Ekila a appelé les candidats à la discipline, à la loyauté et à l'application, mais aussi à donner le meilleur d'eux-mêmes et à confirmer les compétences acquises durant leur formation.
n« À ce stade, je voudrais insister sur quelques valeurs fondamentales qui doivent guider nos candidats : discipline, loyauté, rigueur et application. C’est à travers elles que vous donnerez le meilleur de vous-mêmes et que vous confirmerez vos compétences acquises durant votre parcours de formation », a-t-il déclaré lors de son discours de lancement.
nLe ministre d'État a également souligné : 
n« L’avenir vous appartient et le développement de notre pays est entre vos mains. Ces épreuves auxquelles vous allez prendre part ne sont pas seulement un test de connaissances, mais surtout une évaluation de votre capacité à apporter des solutions concrètes aux besoins de notre société et de notre économie ».
nPar ailleurs, ce membre du gouvernement Suminwa a remercié l’ensemble des formateurs, encadreurs, responsables d’établissements et partenaires techniques « qui, par leur dévouement, contribuent au rayonnement de la formation professionnelle dans notre pays ».
nLa 5e édition des Épreuves certificatives nationales de fin de formation professionnelle concerne 122 filières classiques et 15 filières innovantes, notamment la photovoltaïque, le froid industriel, la santé mentale, la sculpture et la technique d'appareillage."|https://www.7sur7.cd|2025-08-19 21:39:00
100121142|Processus de paix de Washington et de Doha : « Il est indispensable qu'il y ait des résultats palpables et tangibles sur le terrain, le plus rapidement possible » (Maxime Prévot)|"Le Royaume de Belgique salue les résultats issus des processus de paix de Washington et de Doha. Ces initiatives ont débouché sur la signature d'un accord de paix entre la République démocratique du Congo et le Rwanda, ainsi que sur une déclaration de principes entre le gouvernement congolais et l’AFC/M23.
nCependant, constate Bruxelles, la situation ne s'est pas améliorée sur le terrain, notamment dans l'Est de la RDC, où les violations des droits de l'homme continuent d'être perpétrées par la rébellion.
nLa Belgique redoute que les accords signés entre les parties prenantes au conflit ne viennent s’ajouter aux anciens, restés inappliqués. Elle insiste sur la nécessité de résultats « palpables » sur le terrain.
n« Nous devons aussi veiller à ne pas tarder avec cet agenda. Ce qui serait dramatique, c’est que ces accords signés viennent s’ajouter à la déjà trop longue liste de documents antérieurs qui ont émaillé l’histoire de ce pays, et qui furent signés sans être suivis d’une mise en œuvre. Il est indispensable qu’il y ait des résultats palpables et tangibles sur le terrain, le plus rapidement possible », a déclaré Maxime Prévot, vice-premier ministre belge, ce mardi à Kinshasa, lors d’une conférence de presse animée conjointement avec le président de l’Assemblée nationale, Vital Kamerhe.
nPar ailleurs, le ministre belge des Affaires étrangères a promis de continuer à sensibiliser la communauté internationale afin que les initiatives de paix en cours aboutissent.
n« Bien sûr, les exactions continuent. C’est pour cette raison que je vais poursuivre mon action auprès de la communauté internationale, afin qu’elle ne pense pas que les processus actuellement en cours – pourtant louables et destinés à aboutir à une résolution diplomatique et politique – servent de paravent au drame planétaire qui continue de se jouer, et aux violences qui, loin de diminuer, s’intensifient. C’est notre devoir de porter ce message », a-t-il affirmé.
nEn mission de travail en RDC, Maxime Prévot a rencontré, ce même mardi à Kinshasa, le président de la République, Félix Tshisekedi. Il s’envolera pour Lubumbashi, dans le Haut-Katanga, ce mercredi, avant de regagner Bruxelles."|https://www.7sur7.cd|2025-08-19 21:28:00
100099581|"Volleyball/Coupe du Congo : Entrée réussie pour le tenant du titre, VC Garde Républicaine face a Espoir de Maniema | Actualite.cd"|"Le champion en titre, le Volleyball club Garde Républicaine a fait une belle entrée à la 21e édition de la Coupe du Congo de volleyball, en s’imposant devant l’équipe d’Espoir de Maniema sur le score de 3 sets 0. Cette rencontre a eu lieu ce mardi 20 août au gymnase de la Police Nationale Congolaise, à Kinshasa.
nGloire Mutandi, élu MVP de ce duel et ses coéquipiers ont fait respecter la hiérarchie et montré une grande maîtrise et une performance solide, remportant leur match avec brio avec des score 25-12, 25-12, 25-12. En plus d’une victoire méritée en réussissant ses attaques et défendant de la meilleure de manière, l’équipe de la garde républicaine a offert un bon spectacle.
nGrâce à cette victoire, ils peuvent déjà afficher un bilan positif pour la suite de la compétition, dans le but d'atteindre leur objectif fixé dans ce tournoi.
nCette compétition nationale, qui a débuté avant la cérémonie d’ouverture prévue le mercredi 20 août 2025 a 14 heures locales, dans ce même gymnase de la Police Nationale Congolaise (PNC) de Lingwala, Kinshasa, rassemble réunie 15 clubs masculins et 8 féminins, répartis dans 4 et 2 groupes, selon le format des rencontres.
nPar ailleurs, voici la composition des groupes :
nMasculin
nGroupe A
nGreen Team (Kinshasa)
nSanga Balende (Mbuji-Mayi)
nCCI (Ituri)
nGroupe B
nGarde Républicaine (Kinshasa)
nImpalas (Gemena)
nPolice (Lubumbashi)
nEspoir (Kindu)
nGroupe C
nLes Aigles du Congo (Kinshasa)
nEmmanuel (Kolwezi)
nDynamique (Gemena)
nEcovo (Lubumbashi)
nGroupe D
nEspoir (Kinshasa)
nMadaka (Kinshasa)
nPancréas (Kongo Central)
nJack (Kasaï Central)
nFéminin
nPool A
nLes Aigles du Congo (Kinshasa)
nCanon de N’djili (Kinshasa)
nForce du Progrès (Haut-Katanga)
nPolice (Lualaba)
nPool B
nLa Loi (Kinshasa)
nLa Gracia (Kinshasa)
nOuragan (Kinshasa)
nLupopo (Lubumbashi)"|https://www.actualite.cd|2025-08-19 20:25:00
100099813|"Volleyball/Coupe du Congo : Entrée réussie pour le tenant du titre, VC Garde Républicaine face à Espoir de Maniema | Actualite.cd"|"Le champion en titre, le Volleyball club Garde Républicaine a fait une belle entrée à la 21e édition de la Coupe du Congo de volleyball, en s’imposant devant l’équipe d’Espoir de Maniema sur le score de 3 sets 0. Cette rencontre a eu lieu ce mardi 20 août au gymnase de la Police Nationale Congolaise, à Kinshasa.
nGloire Mutandi, élu MVP de ce duel et ses coéquipiers ont fait respecter la hiérarchie et montré une grande maîtrise et une performance solide, remportant leur match avec brio avec des score 25-12, 25-12, 25-12. En plus d’une victoire méritée en réussissant ses attaques et défendant de la meilleure de manière, l’équipe de la garde républicaine a offert un bon spectacle.
nGrâce à cette victoire, ils peuvent déjà afficher un bilan positif pour la suite de la compétition, dans le but d'atteindre leur objectif fixé dans ce tournoi.
nCette compétition nationale, qui a débuté avant la cérémonie d’ouverture prévue le mercredi 20 août 2025 a 14 heures locales, dans ce même gymnase de la Police Nationale Congolaise (PNC) de Lingwala, Kinshasa, rassemble réunie 15 clubs masculins et 8 féminins, répartis dans 4 et 2 groupes, selon le format des rencontres.
nPar ailleurs, voici la composition des groupes :
nMasculin
nGroupe A
nGreen Team (Kinshasa)
nSanga Balende (Mbuji-Mayi)
nCCI (Ituri)
nGroupe B
nGarde Républicaine (Kinshasa)
nImpalas (Gemena)
nPolice (Lubumbashi)
nEspoir (Kindu)
nGroupe C
nLes Aigles du Congo (Kinshasa)
nEmmanuel (Kolwezi)
nDynamique (Gemena)
nEcovo (Lubumbashi)
nGroupe D
nEspoir (Kinshasa)
nMadaka (Kinshasa)
nPancréas (Kongo Central)
nJack (Kasaï Central)
nFéminin
nPool A
nLes Aigles du Congo (Kinshasa)
nCanon de N’djili (Kinshasa)
nForce du Progrès (Haut-Katanga)
nPolice (Lualaba)
nPool B
nLa Loi (Kinshasa)
nLa Gracia (Kinshasa)
nOuragan (Kinshasa)
nLupopo (Lubumbashi)"|https://www.actualite.cd|2025-08-19 20:25:00
100072498|RDC : les FARDC dénoncent les attaques « répétées » de l’AFC/M23 et promettent de répondre à ses « provocations »|"Les Forces armées de la République démocratique du Congo (FARDC) accusent, ce mardi 19 août 2025, à Kinshasa, la coalition armée AFC/M23 de multiplier les attaques contre ses positions dans les provinces du Nord-Kivu et du Sud-Kivu.
nDans son communiqué consulté par 7SUR.CD, l'armée congolaise affirme que ces attaques sont menées en violation flagrante et intentionnelle de l'accord de paix de Washington et de la déclaration de principes de Doha. Elles visent, dit-elle, à saboter les efforts entrepris et à mettre à mal les différents processus destinés à ramener « une paix durable dans la partie orientale du pays ».
n« Les Forces Armées de la République démocratique du Congo alertent, pour la énième fois, l'opinion nationale et internationale sur d'incessantes et multiples attaques perpétrées par la coalition AFC/M23 et ses alliés contre leurs positions au Nord-Kivu et au Sud-Kivu. À titre illustratif, au Nord-Kivu, la position de force navale de Musenda au bord du lac Édouard, en territoire de Lubero a été attaquée le 11 août 2025. Au Sud-Kivu, plusieurs positions des forces loyalistes ont fait l'objet de plusieurs attaques. C'est le cas de Mulamba dans le territoire de Walungu le 12 août 2025, de Lwandi et de Muhuzi dans le groupement de Kigogo en territoire de Mwenga le 16 et le 18 août 2025, de Gahuruza/Chimbulungu en territoire de Walungu le 17 août 2025, de Nzibira centre, Kankinda et Nyamarhege en territoire de Walungu le 18 août 2025 », a-t-on lu.
nPar ailleurs, ils prennent les médiateurs américains et qataris à témoin face à ces violations « récurrentes du cessez-le-feu qui, non seulement, compromettent les pourparlers de paix, mais aussi et surtout sont à la base des tueries et des déplacements massifs des populations civiles ».
nDésormais, les FARDC disent être obligées de prendre des mesures qui s'imposent pour répondre à toutes « ces provocations mettant en péril la vie des paisibles populations civiles »."|https://www.7sur7.cd|2025-08-19 18:49:00
100072500|RDC - Budget 2026 :  Muzito et Fwamba mobilisent les régies financières autour d’un objectif de 13 milliards $|"L’objectif de mobiliser 13 milliards de dollars américains de recettes pour le budget de l’exercice 2026 a réuni, ce lundi 19 août, à Kinshasa, le vice-premier ministre du Budget, Adolphe Muzito, le ministre des Finances Doudou Fwamba, le vice-ministre du Budget, Élysée Bokumwana, ainsi que les responsables des régies financières.
nSelon Rolly Lengo, directeur de la Direction générale de politique et programmation budgétaires (DGPPB), cette séance de travail rentre dans le cadre du bouclage des projections de recettes, à la suite des conférences budgétaires organisées en juillet dernier.
n«Le vice-premier ministre veut doubler le budget comme annoncé, conformément à la vision du chef de l'État, mise en œuvre à travers son Gouvernement. Pour y arriver, il base son objectif sur les recettes courantes, déjà projetées à 9,9 milliards USD dans la loi de finances rectificative. Pour 2026, il vise les 13 milliards USD. La réunion a tourné autour de cette ambition », a précisé Rolly Lengo.
nLes projections issues des conférences de juillet étaient estimées à 11 milliards USD, contre 11,7 milliards fixés dans le Cadre budgétaire à moyen terme (CBMT) adopté par le Gouvernement. Une légère baisse que le vice-premier ministre entend rattraper.
n« Les discussions se poursuivent pour atteindre au moins les 11,7 milliards du CBMT », a-t-il ajouté.
nLe cabinet d'Adolphe Muzito a indiqué que ce dernier a exhorté la DGI, la DGDA, et la DGRAD, à redoubler d'efforts pour mobiliser au moins 12 milliards USD à défaut des 13 milliards USD visés, afin de permettre au chef de l'État de concrétiser sa politique sociale, son objectif de restaurer la paix et la sécurité dans les zones en conflit, et achever les chantiers déjà lancés à travers le pays."|https://www.7sur7.cd|2025-08-19 18:43:00
100065726|"Kinshasa : à la rencontre de Rosie Tshiyoyo, fondatrice de l’association Mia du Congo | Actualite.cd"|"Une jeune femme qui mise sur l’éducation et le patriotisme pour réveiller la jeunesse congolaise, Rosie Tshiyoyo porte la conviction que l’avenir de la RDC dépend de l’action des jeunes aujourd’hui.
nC’est ce constat, partagé avec un ami, qui a donné naissance à son association « Mia du Congo ».
nCréer cette structure citoyenne n’a pas été chose aisée. Rosie Tshiyoyo a dû faire face au scepticisme de ses pairs. « Convaincre les jeunes de réfléchir différemment était le plus grand défi. Beaucoup se demandaient ce que le pays avait fait pour eux et rêvaient plutôt d’exil. Pourtant, je leur répétais : si nous n’agissons pas, qui le fera à notre place ? », raconte-t-elle .
nPendant près de deux ans, elle a tenu son idée à bout de bras, avec une poignée de collaborateurs, avant de fédérer une équipe plus large. Aujourd’hui, Mia du Congo attire l’attention et inspire d’autres initiatives, preuve que le pari commence à porter ses fruits.
nAu cœur du combat de Rosie Tshiyoyo, deux priorités : l’éducation et la formation professionnelle. Pour elle, pas de développement sans jeunes instruits, conscients de l’histoire de leur pays et capables de valoriser ses ressources.
nParmi les projets phares figure « Tomi tala » (Regardons-nous), une initiative en cours de conception qui vise à adapter le système éducatif congolais aux besoins réels du marché et aux potentialités locales. L’objectif : former des jeunes aptes à transformer les richesses naturelles du pays plutôt que de dépendre d’un système importé.
nPour Rosie Tshiyoyo, l’engagement des jeunes femmes est essentiel dans ce mouvement. « La jeunesse, c’est l’avenir, et les femmes en font partie intégrante. Nous devons toutes et tous agir dès aujourd’hui », affirme-t-elle.
nÀ travers son parcours, elle veut servir de modèle à d’autres jeunes Congolaises : prouver que, malgré les obstacles, il est possible de porter une vision, de rassembler et de construire des solutions pour le pays.
n« L’unité, la responsabilité et le patriotisme », tel est le slogan de Mia du Congo. Trois valeurs que Rosie Tshiyoyo incarne dans son combat quotidien pour une jeunesse congolaise consciente et actrice du changement.
n "|https://www.actualite.cd|2025-08-19 17:08:00
